GameID;LeagueIndex;Age;HoursPerWeek;TotalHours;APM;SelectByHotkeys;AssignToHotkeys;MinimapAttacks;MinimapRightClicks;NumberOfPACs;GapBetweenPACs;ActionLatency;ActionsInPAC;TotalMapExplored;WorkersMade;UniqueUnitsMade;ComplexUnitsMade;ComplexAbilityUsed;MaxTimeStamp
158;6;18.0;10.0;160.0;0.0;3927.89;437.75;260.28;283.94;3206.2;302.22;455.94;49.08;165.63;698.01;70.99;0.0;0.0;58588
160;3;19.0;6.0;150.0;646.42;466.04;233.02;106.8;140.78;1912.7;535.78;782.94;42.28;199.04;441.77;29.11;48.52;43.67;142784
161;3;18.0;8.0;250.0;419.09;191.14;132.33;0.0;117.62;1484.99;544.68;913.07;36.88;124.97;463.14;44.08;0.0;14.69;94288
162;5;16.0;16.0;1000.0;0.0;1908.8;65.85;166.75;114.09;2751.31;35.39;564.02;52.71;118.48;298.39;35.07;0.0;0.0;157964
163;6;16.0;28.0;500.0;0.0;4235.11;400.28;227.32;504.06;2866.23;341.21;471.03;58.47;237.21;934.03;44.5;261.91;118.61;140264
168;4;22.0;4.0;400.0;907.69;1116.29;272.27;0.0;127.06;2405.02;447.42;595.32;45.7;136.13;490.08;54.48;0.0;226.89;76376
169;6;20.0;14.0;730.0;0.0;5265.7;396.23;177.26;521.36;2763.19;235.3;51.03;57.7;291.96;1803.86;62.59;0.0;10.4;66476
171;1;18.0;6.0;230.0;695.08;121.35;141.58;40.48;141.58;1011.25;450.61;112.96;9.14;222.48;404.5;80.9;0.0;0.0;34272
175;3;16.0;24.0;300.0;810.7;1210.8;72.29;18.09;99.39;1816.2;47.48;750.85;50.8;126.5;560.22;54.2;18.09;27.1;76712
178;5;22.0;8.0;300.0;157.33;5366.86;154.9;91.12;683.39;2633.31;330.42;577.72;58.58;264.24;1312.07;54.69;0.0;0.0;76072
180;4;23.0;4.0;100.0;676.19;1085.31;276.09;28.56;780.66;1151.96;494.33;899.17;71.32;161.85;580.74;57.12;66.61;190.41;72808
181;2;25.0;10.0;200.0;759.64;422.59;94.87;86.24;224.23;1448.89;451.02;783.1;65.42;129.36;646.82;51.78;0.0;0.0;80372
182;5;25.0;12.0;200.0;0.0;2337.34;279.96;78.13;1087.29;3457.18;404.6;437.82;56.36;208.34;885.44;52.06;149.75;755.26;106464
184;4;20.0;14.0;270.0;0.0;1007.27;373.06;37.29;211.4;2897.47;22.57;546.09;42.96;186.53;671.51;49.77;0.0;149.23;55740
187;2;25.0;8.0;100.0;79.13;347.11;62.31;13.38;1192.64;1909.11;505.33;671.42;5.34;124.6;302.61;26.69;0.0;4.45;155760
193;4;22.0;20.0;1200.0;0.0;3809.31;166.28;0.0;15.11;2504.27;448.39;609.17;48.09;156.2;357.75;25.16;0.0;0.0;137564
194;6;18.0;20.0;800.0;0.0;1456.0;276.14;0.0;301.24;2133.79;284.76;619.29;58.35;276.14;1757.22;100.41;0.0;0.0;27612
196;5;18.0;28.0;800.0;841.58;1641.56;416.17;0.0;0.0;1930.57;488.68;777.48;49.04;173.4;601.13;69.36;34.66;69.36;59960
201;3;23.0;2.0;30.0;667.82;475.4;116.61;35.91;771.41;1668.39;567.78;979.78;49.36;170.43;296.0;53.79;0.0;0.0;77276
203;6;18.0;28.0;2000.0;0.0;1823.74;415.7;53.65;234.67;3567.01;250.24;430.83;41.92;234.67;576.62;60.37;120.69;335.24;103380
204;3;18.0;8.0;600.0;622.19;761.91;223.0;27.86;139.37;1653.91;443.16;908.99;45.39;130.08;492.46;65.02;0.0;74.33;74600
209;3;20.0;6.0;150.0;72.14;858.06;273.02;13.03;188.51;2340.16;459.16;688.78;37.53;156.01;552.53;51.99;84.51;247.02;106632
210;4;23.0;20.0;100.0;839.66;1852.59;261.26;0.0;118.76;2018.85;440.48;780.71;46.12;237.51;498.77;71.25;0.0;0.0;29184
212;5;17.0;56.0;540.0;0.0;3567.18;314.09;22.46;201.92;3320.39;253.83;339.05;67.1;325.31;1447.03;78.52;0.0;11.23;61792
213;4;29.0;12.0;800.0;666.74;222.43;31.75;0.0;135.05;1588.78;385.13;72.16;5.46;158.88;714.92;71.5;174.77;103.27;87256
215;2;27.0;24.0;250.0;739.72;1834.97;315.3;5.17;129.22;1860.82;588.86;886.89;44.11;124.05;403.18;41.38;72.37;165.41;134100
219;6;21.0;8.0;730.0;130.94;3298.24;524.41;55.18;96.6;2346.03;368.05;572.47;57.76;151.8;414.01;27.59;0.0;0.0;50228
220;2;27.0;8.0;280.0;55.05;445.57;87.65;51.15;65.71;1753.05;628.45;838.67;39.33;160.7;365.22;43.81;0.0;124.17;94896
223;6;16.0;10.0;1600.0;181.1;3906.21;403.27;0.0;316.29;3471.31;208.04;392.26;56.99;237.22;1194.03;63.28;253.03;814.46;87660
225;4;22.0;36.0;1000.0;986.69;3101.76;320.87;178.26;249.57;1657.84;526.96;625.81;5.83;303.05;410.0;53.51;0.0;0.0;38884
226;4;18.0;6.0;50.0;0.0;2099.27;215.31;152.51;233.25;2467.09;373.72;560.44;50.87;215.31;663.88;62.8;0.0;0.0;77264
228;4;18.0;4.0;140.0;0.0;1765.3;288.72;32.99;445.45;1930.29;426.61;676.07;71.5;164.98;1625.1;41.24;0.0;8.25;84028
229;5;18.0;24.0;200.0;0.0;3050.16;433.56;68.48;136.91;2715.48;481.8;541.51;43.53;235.8;699.81;60.86;114.1;266.23;91128
230;3;24.0;10.0;200.0;87.16;276.26;46.03;268.58;606.23;1826.35;388.35;600.17;61.98;161.15;775.02;53.72;0.0;23.01;90328
234;2;16.0;24.0;50.0;109.04;2981.16;123.28;0.0;0.0;2353.55;28.56;631.43;48.57;145.7;706.05;67.24;0.0;56.01;61848
235;6;16.0;42.0;700.0;0.0;3742.99;364.76;112.23;740.74;3232.32;272.56;424.51;53.68;179.57;583.61;50.53;117.85;207.63;123520
240;6;20.0;16.0;900.0;0.0;1897.62;400.04;359.01;266.69;2318.17;226.67;646.37;64.78;215.41;1846.35;61.55;0.0;0.0;67576
244;5;23.0;12.0;600.0;0.0;2813.7;376.78;36.46;66.82;2412.61;397.78;567.46;66.98;200.54;869.01;54.69;60.79;48.59;114060
246;5;19.0;6.0;550.0;0.0;1114.9;64.81;0.0;168.53;2216.83;251.29;647.95;57.25;142.6;700.02;38.89;0.0;0.0;53468
250;5;23.0;8.0;700.0;686.39;305.7;61.14;20.38;183.42;1895.31;846.09;750.97;46.56;509.49;427.97;61.14;0.0;0.0;34012
251;6;23.0;40.0;2000.0;0.0;1927.55;209.93;792.01;486.66;2461.92;252.45;509.61;61.4;190.85;734.74;76.34;38.19;229.02;72640
256;6;20.0;16.0;625.0;0.0;9842.34;151.63;110.28;151.63;2605.32;211.92;48.25;56.56;248.13;882.25;55.11;82.71;68.9;50284
257;3;17.0;8.0;100.0;98.63;1553.83;45.19;27.1;298.12;2150.07;524.39;709.08;51.85;171.64;993.71;63.22;216.81;99.37;76728
260;3;35.0;14.0;1300.0;386.47;183.24;74.66;6.79;108.59;1703.5;54.5;100.99;29.48;135.74;380.06;47.48;0.0;0.0;102132
263;2;22.0;16.0;450.0;114.94;1209.12;207.94;15.39;61.62;1786.72;312.21;615.52;81.38;169.43;962.65;53.93;107.82;677.72;90004
264;6;16.0;28.0;750.0;0.0;11284.61;471.76;37.71;160.4;3434.45;331.13;417.14;4.71;198.14;613.3;75.48;75.48;226.45;73464
265;5;21.0;10.0;350.0;777.25;906.84;282.65;47.13;753.74;1660.57;375.43;733.33;57.23;188.43;459.3;47.13;0.0;235.54;58856
266;4;28.0;6.0;1200.0;628.31;672.28;132.16;40.2;143.65;1660.6;440.14;842.91;47.23;132.16;413.72;51.71;28.7;51.71;120632
267;5;22.0;6.0;160.0;134.57;2196.87;325.46;0.0;335.63;3376.68;285.92;49.51;44.85;254.27;1271.31;71.2;0.0;0.0;68152
268;4;31.0;10.0;400.0;119.23;2346.13;282.67;98.93;310.93;2233.06;306.24;684.56;59.3;226.13;438.14;70.67;0.0;155.47;49044
272;4;26.0;8.0;600.0;832.66;2865.33;238.78;15.94;175.1;2276.34;806.76;695.38;35.66;222.86;350.21;111.43;0.0;111.43;43544
280;4;21.0;16.0;612.0;0.0;1441.04;128.87;0.0;246.03;3128.12;412.63;526.74;42.73;222.6;1054.43;82.01;82.01;820.14;59164
281;5;23.0;20.0;1300.0;0.0;2200.11;274.13;7.0;175.73;3022.52;318.23;481.4;41.28;189.79;400.66;49.21;224.93;140.59;98612
284;4;25.0;4.0;180.0;0.0;1112.1;269.17;0.0;276.25;2748.36;305.63;514.12;48.14;155.83;793.31;56.7;49.56;85.0;97856
288;2;32.0;10.0;400.0;538.79;909.45;47.9;0.0;68.41;1100.92;21.32;0.0;5.68;95.73;328.22;47.9;0.0;0.0;101368
290;3;31.0;12.0;300.0;720.95;2446.99;72.25;24.05;221.58;1584.77;739.63;891.79;37.36;178.23;293.83;33.69;0.0;0.0;143900
297;5;18.0;6.0;180.0;0.0;8096.31;360.98;68.76;464.12;2819.1;337.91;558.29;46.16;223.47;567.26;120.33;0.0;51.57;40324
299;5;21.0;20.0;1000.0;0.0;2177.33;557.23;0.0;154.79;2455.94;256.37;556.3;5.06;123.83;443.72;41.24;0.0;0.0;67172
301;5;19.0;14.0;450.0;0.0;3651.23;318.76;0.0;115.91;2245.8;53.01;537.03;54.13;260.8;1289.54;86.93;0.0;0.0;47840
302;5;27.0;10.0;150.0;0.0;5892.91;396.38;21.14;163.84;3398.33;400.31;433.47;4.63;158.55;597.22;47.55;132.13;391.1;131152
305;6;20.0;28.0;1600.0;0.0;4167.2;233.13;43.74;203.99;2724.71;309.46;415.83;76.63;189.42;976.24;72.85;0.0;14.56;47572
312;5;17.0;28.0;730.0;0.0;2991.35;237.12;63.84;182.4;2425.91;414.79;591.43;52.37;264.48;839.06;45.61;118.56;118.56;76004
314;6;17.0;14.0;300.0;207.58;7135.87;501.97;88.58;1732.29;3996.09;205.24;379.9;49.46;334.65;1427.2;68.9;0.0;0.0;70424
316;5;20.0;18.0;770.0;0.0;5072.5;452.0;70.31;401.78;3676.3;179.94;391.8;56.42;281.25;1988.8;60.24;0.0;0.0;69008
318;5;17.0;36.0;720.0;335.5;24702.8;95.21;7.9;289.59;3300.58;242.55;430.05;57.01;111.08;392.73;43.67;0.0;0.0;174728
320;5;19.0;8.0;500.0;188.76;7244.0;209.86;272.04;481.9;3007.97;222.38;470.9;59.33;178.77;443.04;46.65;0.0;0.0;89180
321;3;30.0;12.0;500.0;62.9;1409.05;288.21;0.0;8.04;2786.07;585.59;603.68;2.45;208.15;504.37;48.04;0.0;56.08;86580
329;6;24.0;24.0;1000.0;0.0;3435.71;231.25;0.0;479.02;2989.73;288.86;489.06;53.07;247.77;1098.44;57.81;0.0;0.0;83928
333;2;16.0;28.0;300.0;768.5;495.2;247.6;0.0;71.88;1349.82;425.71;825.09;72.25;143.77;263.57;23.98;0.0;0.0;86784
336;4;23.0;4.0;415.0;59.18;1135.16;378.39;53.1;165.96;1759.17;625.91;844.53;3.88;159.32;577.54;53.1;0.0;0.0;104416
338;4;31.0;4.0;500.0;0.0;475.69;52.13;6.52;462.66;2632.59;456.68;667.82;48.59;162.91;755.88;58.64;149.88;78.19;106372
339;6;16.0;20.0;500.0;0.0;5635.4;144.09;16.01;144.09;2065.25;18.5;529.3;71.32;208.13;528.32;112.07;0.0;0.0;43296
342;3;22.0;10.0;200.0;872.48;173.66;38.61;0.0;135.07;2373.29;272.79;499.51;47.97;328.02;385.9;57.88;0.0;135.07;35924
350;4;16.0;14.0;150.0;0.0;1564.64;395.66;17.95;719.38;2472.85;373.87;505.02;63.31;188.84;755.33;62.94;242.79;35.97;77084
351;6;22.0;24.0;1000.0;189.38;7385.84;568.14;142.04;387.87;4233.74;30.03;347.15;39.63;251.29;775.71;49.14;267.68;300.46;126884
357;7;21.0;24.0;1000.0;0.0;12374.08;497.02;34.31;899.78;4301.79;204.23;309.8;57.17;257.08;951.22;51.43;0.0;0.0;80888
361;6;21.0;10.0;350.0;178.37;3653.94;608.99;310.71;633.85;2585.1;171.59;425.96;74.52;248.57;633.85;62.18;0.0;0.0;55772
363;1;33.0;4.0;120.0;686.6;209.36;223.8;0.0;43.32;1660.47;486.81;87.51;5.41;166.05;375.41;43.32;0.0;144.39;96012
366;5;23.0;12.0;500.0;0.0;1721.17;124.21;0.0;35.49;1596.97;347.42;612.89;100.33;301.65;408.12;70.98;0.0;53.23;39064
371;6;25.0;10.0;400.0;262.61;10882.11;283.66;116.04;296.55;3120.22;259.92;338.02;74.22;283.66;1676.19;77.36;90.25;0.0;53760
378;3;19.0;20.0;730.0;91.31;2626.33;265.72;24.75;154.49;2144.32;420.58;786.05;44.26;129.77;519.09;30.91;0.0;0.0;112168
381;6;23.0;20.0;1800.0;0.0;4970.59;265.81;168.34;212.65;2870.72;24.64;448.52;59.88;203.79;1630.3;62.04;0.0;0.0;78232
383;6;16.0;42.0;2200.0;0.0;9053.32;533.53;75.03;275.1;3042.78;278.79;483.62;6.47;175.06;1267.16;66.68;175.06;66.68;83148
384;3;22.0;40.0;480.0;0.0;1515.72;305.69;191.06;89.16;2337.26;327.1;56.65;54.25;146.48;681.43;38.19;0.0;0.0;108840
388;6;18.0;10.0;430.0;166.9;5733.1;307.71;129.56;340.1;2170.16;314.29;526.87;73.21;242.93;1279.42;80.98;0.0;16.22;42800
389;4;21.0;12.0;350.0;899.39;872.95;474.1;316.07;278.44;1888.89;31.62;686.06;58.37;150.51;775.15;52.68;120.41;112.88;92108
392;4;19.0;20.0;639.0;0.0;10268.6;189.28;165.62;268.15;3170.49;401.3;451.34;48.08;197.17;646.72;63.08;15.8;0.0;87888
393;6;22.0;10.0;1000.0;91.87;2088.39;301.74;87.35;95.29;3247.72;363.04;497.31;3.09;230.28;976.72;55.59;0.0;55.59;87292
394;5;21.0;12.0;730.0;0.0;1505.01;221.6;18.44;120.03;3831.77;231.11;386.7;51.13;286.23;1320.32;55.38;0.0;0.0;75072
396;3;19.0;28.0;360.0;992.87;1334.96;143.77;0.0;246.46;2187.29;539.43;607.89;51.27;184.84;965.29;71.88;328.61;112.96;67500
398;7;24.0;16.0;1250.0;0.0;8288.22;274.32;365.75;581.29;3944.91;216.12;326.23;50.08;215.53;476.79;52.26;26.13;0.0;106128
400;6;21.0;24.0;750.0;130.5;3104.93;356.65;52.47;388.12;2979.05;317.31;485.21;47.92;251.75;1804.21;83.92;136.36;115.38;66080
401;3;19.0;12.0;480.0;528.44;1067.92;254.27;50.88;61.0;1779.87;650.34;82.24;3.44;203.41;793.31;61.0;0.0;122.05;68152
403;5;17.0;24.0;365.0;0.0;14803.22;486.95;32.44;151.5;2499.67;543.65;629.96;46.88;216.42;725.04;64.95;0.0;313.81;64056
407;5;19.0;14.0;1000.0;0.0;3656.65;214.65;46.03;114.99;3388.34;341.77;426.52;42.87;168.65;1418.19;46.03;0.0;0.0;90420
408;5;23.0;12.0;300.0;0.0;1544.67;456.1;48.66;212.85;3168.39;365.23;475.7;46.56;194.6;656.78;48.66;194.6;887.86;113980
411;6;23.0;28.0;1000.0;113.6;1883.41;311.43;0.0;1023.27;2521.1;227.46;600.47;52.59;326.26;608.03;59.33;0.0;222.45;46740
418;6;16.0;4.0;300.0;0.0;4420.09;381.98;150.07;795.8;3815.29;292.74;418.31;41.68;186.44;823.05;50.05;245.56;782.16;152428
422;2;20.0;6.0;100.0;617.5;1112.11;249.91;0.0;212.42;1324.53;724.95;855.47;53.58;199.93;699.74;62.45;0.0;0.0;55472
423;4;22.0;10.0;700.0;83.08;592.77;209.21;95.89;444.58;2231.59;31.45;577.34;46.29;174.34;767.11;78.45;0.0;348.68;79516
424;4;32.0;2.0;300.0;382.1;634.72;105.79;26.48;44.08;1163.66;735.57;0.0;33.18;123.42;414.33;52.89;8.8;0.0;78628
426;3;18.0;24.0;400.0;83.38;359.7;83.41;10.4;563.01;2048.75;588.88;670.64;52.88;151.18;349.28;36.46;0.0;0.0;132964
434;5;23.0;10.0;500.0;0.0;2967.3;310.37;75.24;286.85;2769.79;372.92;484.96;47.49;145.78;804.13;51.71;65.85;517.28;147400
435;5;19.0;10.0;700.0;0.0;1436.8;285.81;61.83;115.87;3082.16;246.13;545.86;51.5;193.12;988.78;46.37;185.39;448.03;89732
436;3;18.0;12.0;450.0;78.82;31.54;141.91;0.0;441.5;2207.5;456.98;729.71;46.79;110.38;236.52;63.08;0.0;0.0;43960
438;5;16.0;12.0;600.0;81.71;563.63;75.15;9.43;0.0;2310.89;491.76;665.69;43.9;187.88;554.24;65.78;0.0;206.66;73788
439;3;25.0;20.0;800.0;765.43;735.76;173.66;27.45;287.91;1905.68;571.44;829.35;49.45;105.11;397.59;27.45;0.0;0.0;151676
442;4;19.0;6.0;50.0;881.63;1043.61;131.48;8.25;238.3;1873.57;518.06;812.63;55.13;123.26;813.55;49.28;57.53;49.28;84352
443;5;29.0;20.0;1000.0;0.0;2497.79;94.12;144.8;224.44;2085.11;108.57;545.14;72.26;231.68;499.56;43.46;36.18;14.49;95740
444;3;22.0;12.0;100.0;668.68;1813.31;222.9;12.06;234.95;2114.52;757.03;755.44;34.27;114.46;355.44;42.14;144.58;120.48;115060
449;3;21.0;2.0;50.0;372.02;274.94;78.55;9.84;108.01;1089.93;617.46;0.0;42.07;176.74;314.21;58.92;0.0;0.0;70592
454;6;24.0;24.0;400.0;0.0;14299.41;296.73;0.0;84.78;2712.93;516.86;495.42;47.45;169.56;861.94;84.78;0.0;0.0;49056
455;6;17.0;4.0;720.0;0.0;6873.89;268.46;197.81;1335.22;2536.21;205.59;481.89;77.49;141.29;897.22;56.49;42.42;28.28;98116
457;5;21.0;8.0;650.0;0.0;6444.25;308.97;151.33;466.61;2938.38;498.06;525.06;54.57;189.17;1059.35;50.46;189.17;662.08;109928
458;5;19.0;10.0;400.0;0.0;2607.17;444.31;0.0;58.71;3893.98;280.04;425.23;50.83;142.51;599.4;50.32;238.92;251.5;165368
464;4;20.0;6.0;1000.0;96.76;1407.27;356.92;40.76;0.0;2518.82;290.89;562.1;44.74;275.34;469.09;71.38;0.0;0.0;67972
466;6;22.0;16.0;500.0;0.0;21683.21;447.3;292.3;597.88;3060.27;256.64;443.65;58.41;221.44;416.3;39.86;0.0;0.0;156512
473;6;17.0;10.0;500.0;0.0;2642.24;378.78;0.0;147.82;2633.0;269.15;460.21;45.82;221.73;766.84;64.67;9.22;286.4;75028
475;4;19.0;6.0;200.0;621.04;539.27;196.1;0.0;154.08;2332.18;377.71;711.11;33.81;196.1;574.29;63.01;0.0;203.1;98972
476;6;19.0;56.0;1500.0;0.0;6579.25;390.38;0.0;19.06;3684.76;324.46;433.08;36.23;371.33;714.09;66.68;0.0;361.81;72800
480;6;19.0;12.0;800.0;133.88;3876.14;241.05;48.24;38.54;3933.99;37.83;407.06;33.92;202.48;809.95;38.54;0.0;0.0;71888
490;4;20.0;24.0;233.0;691.76;229.14;18.3;64.19;137.49;1384.04;441.33;93.4;63.11;137.49;339.13;36.67;0.0;0.0;75624
497;6;27.0;12.0;416.0;149.09;2311.56;403.96;33.69;718.15;3164.37;263.77;451.92;52.06;258.09;886.47;67.31;0.0;0.0;61772
506;5;26.0;12.0;200.0;111.34;3032.83;208.61;256.75;304.89;1636.77;188.52;65.1;71.76;192.56;481.4;64.19;0.0;0.0;43196
508;6;25.0;4.0;800.0;872.35;3247.31;295.21;18.44;110.7;2140.28;537.39;795.86;36.98;258.31;608.87;73.8;0.0;55.38;37568
509;6;20.0;24.0;500.0;135.41;1477.36;358.58;28.7;251.01;3471.08;274.86;506.94;46.3;186.46;1082.91;57.39;71.72;114.74;96652
511;4;18.0;16.0;600.0;125.83;454.49;21.28;0.0;106.52;2535.2;38.81;572.77;6.06;142.03;802.46;49.7;49.7;21.28;97608
512;3;27.0;6.0;120.0;586.01;1143.09;260.7;40.13;160.43;1463.96;37.5;0.0;46.71;200.54;701.89;80.22;0.0;100.27;34564
513;6;24.0;42.0;1200.0;0.0;5505.73;252.65;63.15;410.56;2684.44;232.76;474.2;70.9;242.13;442.14;73.69;0.0;0.0;65844
514;4;16.0;8.0;1000.0;792.29;1094.87;191.41;30.64;191.41;2296.94;355.32;669.47;4.09;153.13;543.61;68.9;0.0;237.35;90532
517;4;32.0;20.0;1000.0;0.0;1504.78;297.06;0.0;676.91;1840.8;364.46;618.1;102.51;131.49;657.43;38.96;43.81;29.25;142336
519;4;17.0;16.0;150.0;115.54;1928.03;271.42;9.36;271.42;1937.39;254.37;734.88;69.18;168.47;599.0;65.5;0.0;9.36;74060
523;6;17.0;56.0;1825.0;165.32;1653.53;215.14;6.15;848.28;3091.91;162.07;401.27;63.16;178.26;1161.8;43.04;307.35;135.23;112764
525;5;17.0;10.0;780.0;0.0;5522.61;285.5;0.0;98.14;3086.95;387.36;459.77;54.97;214.12;883.29;71.37;133.83;151.67;77692
526;4;16.0;12.0;350.0;0.0;2213.43;100.16;90.14;771.19;1892.93;481.92;636.61;76.88;200.31;620.96;60.1;0.0;0.0;69208
527;3;23.0;4.0;400.0;0.0;6790.15;207.93;6.49;162.44;2228.73;349.94;645.83;65.8;175.44;734.26;38.96;142.95;162.44;106676
529;4;17.0;36.0;1260.0;825.73;1164.37;405.0;0.0;531.56;1468.12;399.3;772.41;64.48;202.5;1113.76;101.25;0.0;0.0;27384
531;6;18.0;14.0;500.0;0.0;2475.84;209.65;0.0;219.63;2056.54;345.56;477.86;73.45;179.7;828.6;99.83;69.88;279.53;69432
532;1;22.0;20.0;315.0;540.79;871.7;205.11;25.65;333.3;1512.65;371.72;111.66;39.49;358.93;923.0;128.19;0.0;0.0;27036
535;4;19.0;24.0;200.0;850.97;891.65;105.38;48.66;64.88;2342.61;54.38;761.52;45.85;210.75;689.0;56.77;170.22;291.81;85512
536;5;22.0;10.0;500.0;671.41;798.56;180.32;0.0;38.61;2666.18;565.44;557.29;3.03;193.2;785.69;38.61;0.0;0.0;53816
540;6;24.0;18.0;750.0;157.17;3296.65;183.83;85.79;441.19;3603.03;203.0;382.18;45.54;196.08;1237.77;73.53;0.0;24.54;56560
542;4;19.0;8.0;480.0;0.0;4452.86;508.58;124.32;384.26;3220.98;250.42;403.09;51.19;327.75;1084.99;79.11;203.43;406.86;61332
545;5;25.0;10.0;700.0;127.89;1628.93;259.15;22.18;318.38;3050.54;469.68;520.1;48.52;259.15;1414.17;66.61;51.85;44.43;93616
546;4;23.0;20.0;300.0;942.77;1799.79;428.52;199.98;148.55;2176.89;404.21;630.03;49.66;199.98;634.22;39.99;0.0;0.0;121316
547;3;16.0;56.0;1260.0;0.0;24.68;37.01;24.68;839.17;1678.34;354.67;627.35;87.43;271.5;1011.94;74.04;0.0;0.0;56168
557;4;18.0;12.0;2000.0;0.0;2425.76;359.61;13.1;130.77;3249.61;346.94;464.87;47.81;137.31;876.15;52.33;215.77;608.08;106012
560;5;17.0;14.0;600.0;995.44;1056.43;244.65;22.25;289.13;2413.12;387.41;51.87;5.21;266.89;611.62;44.5;0.0;166.81;62332
568;5;20.0;10.0;600.0;0.0;1973.73;252.12;3.6;129.66;3266.74;374.08;509.72;41.19;118.86;619.49;32.44;0.0;3.6;192452
569;3;32.0;20.0;250.0;760.46;1118.48;302.29;0.0;136.03;1375.43;669.33;0.0;71.21;287.18;317.41;75.57;0.0;0.0;45860
570;4;21.0;4.0;500.0;867.32;2269.67;383.97;0.0;8.53;2372.06;30.3;63.55;40.07;238.91;546.09;42.63;0.0;0.0;81236
572;5;28.0;20.0;600.0;913.28;1444.97;325.12;12.06;84.29;2095.21;509.36;789.88;49.88;240.83;1228.2;72.25;0.0;0.0;57564
